pk_serie,cod_escola,nome_escola,n_classe_sed,tipo_de_ensino,capacidade,quant_alunos_ativos,nome_serie_sed,periodo,tipo_ensino_matricula,turma,cod_turma,cod_escola,filtro_serie,link_sala,cod_turma,id
10194,09,EM JOSÉ CARLOS BUZINARO,295295513,EDUCACAO ESPECIAL EXCLUSIVA,5,0,EEE A TARDE ANUAL,TARDE,EDUCAÇÃO EXCLUSIVA,EEEA,2509EEEA,09,EDUCAÇÃO EXCLUSIVA,https://docs.google.com/spreadsheets/d/196gh3SalgqPLYjN24bz5i23uvxfkIHx2aQu7txj8eME/edit?usp=drivesdk,2509EEEA,196gh3SalgqPLYjN24bz5i23uvxfkIHx2aQu7txj8eME
10196,09,EM JOSÉ CARLOS BUZINARO,,ATENDIMENTO EDUCACIONAL ESPECIALIZADO,,,AEE A MANHA ANUAL,MANHA,EDUCAÇÃO ESPECIAL,AEEA,2509AEEA,09,EDUCAÇÃO ESPECIAL,https://docs.google.com/spreadsheets/d/1qaF1vEY9ekcUgrU24HV0DIt3_ADkC8Nx2OcgqSFuIBE/edit?usp=drivesdk,2509AEEA,1qaF1vEY9ekcUgrU24HV0DIt3_ADkC8Nx2OcgqSFuIBE
10197,09,EM JOSÉ CARLOS BUZINARO,,ATENDIMENTO EDUCACIONAL ESPECIALIZADO,,,AEE B TARDE ANUAL,TARDE,EDUCAÇÃO ESPECIAL,AEEB,2509AEEB,09,EDUCAÇÃO ESPECIAL,https://docs.google.com/spreadsheets/d/1-Ej_s0q1FfMAtRdiBcT3RT3chmgMvw9cYbJZ_ZgJKTE/edit?usp=drivesdk,2509AEEB,1-Ej_s0q1FfMAtRdiBcT3RT3chmgMvw9cYbJZ_ZgJKTE
10144,10,EM JOSÉ DE OLIVEIRA SANTOS,292844131,ENSINO FUNDAMENTAL DE 9 ANOS,30,30,1° ANO A MANHA ANUAL,MANHA,FUNDAMENTAL,1A,25101A,10,1 ANO,https://docs.google.com/spreadsheets/d/13j7S_17K8eGU6N9Y7XcCTG_Pe5lllpXXfbzjtYkSI2w/edit?usp=drivesdk,25101A,13j7S_17K8eGU6N9Y7XcCTG_Pe5lllpXXfbzjtYkSI2w
10145,10,EM JOSÉ DE OLIVEIRA SANTOS,292845872,ENSINO FUNDAMENTAL DE 9 ANOS,30,28,1° ANO B MANHA ANUAL,MANHA,FUNDAMENTAL,1B,25101B,10,1 ANO,https://docs.google.com/spreadsheets/d/1cWj8cRyrpg07YG7udm35qaQY4d2MeZYm0o81XfNWCZY/edit?usp=drivesdk,25101B,1cWj8cRyrpg07YG7udm35qaQY4d2MeZYm0o81XfNWCZY
10146,10,EM JOSÉ DE OLIVEIRA SANTOS,292846300,ENSINO FUNDAMENTAL DE 9 ANOS,30,21,1° ANO C MANHA ANUAL,MANHA,FUNDAMENTAL,1C,25101C,10,1 ANO,https://docs.google.com/spreadsheets/d/1UQn2C9yexW9R8ny5MXsR69cbMVNbMsP81AaxE7PnkCM/edit?usp=drivesdk,25101C,1UQn2C9yexW9R8ny5MXsR69cbMVNbMsP81AaxE7PnkCM
10147,10,EM JOSÉ DE OLIVEIRA SANTOS,292846680,ENSINO FUNDAMENTAL DE 9 ANOS,30,2,1° ANO D MANHA ANUAL,MANHA,FUNDAMENTAL,1D,25101D,10,1 ANO,https://docs.google.com/spreadsheets/d/1GfnetIyd31Eg9XGPKuWZOxFE6ogG8fxLzPnMfC4pCpo/edit?usp=drivesdk,25101D,1GfnetIyd31Eg9XGPKuWZOxFE6ogG8fxLzPnMfC4pCpo
10148,10,EM JOSÉ DE OLIVEIRA SANTOS,295295588,ENSINO FUNDAMENTAL DE 9 ANOS,30,0,1° ANO E MANHA ANUAL,MANHA,FUNDAMENTAL,1E,25101E,10,1 ANO,https://docs.google.com/spreadsheets/d/1aaWIRfjnYYRkr2FxkzSVzj33qNOO9-NzBUdWWM2Yx0Q/edit?usp=drivesdk,25101E,1aaWIRfjnYYRkr2FxkzSVzj33qNOO9-NzBUdWWM2Yx0Q
10154,10,EM JOSÉ DE OLIVEIRA SANTOS,293260600,ENSINO FUNDAMENTAL DE 9 ANOS,30,27,2° ANO A MANHA ANUAL,MANHA,FUNDAMENTAL,2A,25102A,10,2 ANO,https://docs.google.com/spreadsheets/d/1-1QoOoXQfZ4alX2vF5omKzAVz9rjI7enacimlziFDvk/edit?usp=drivesdk,25102A,1-1QoOoXQfZ4alX2vF5omKzAVz9rjI7enacimlziFDvk
10155,10,EM JOSÉ DE OLIVEIRA SANTOS,293260808,ENSINO FUNDAMENTAL DE 9 ANOS,25,25,2° ANO B MANHA ANUAL,MANHA,FUNDAMENTAL,2B,25102B,10,2 ANO,https://docs.google.com/spreadsheets/d/1R2S7QnQJGfzpUmXAS8PkKVTFQ1ZwXI2VwX5Oo0filBg/edit?usp=drivesdk,25102B,1R2S7QnQJGfzpUmXAS8PkKVTFQ1ZwXI2VwX5Oo0filBg
10156,10,EM JOSÉ DE OLIVEIRA SANTOS,293260972,ENSINO FUNDAMENTAL DE 9 ANOS,30,27,2° ANO C MANHA ANUAL,MANHA,FUNDAMENTAL,2C,25102C,10,2 ANO,https://docs.google.com/spreadsheets/d/17MVkKVgexMzgxUoNMgGLdCGpJtxaKkJa201k54MyToM/edit?usp=drivesdk,25102C,17MVkKVgexMzgxUoNMgGLdCGpJtxaKkJa201k54MyToM
10157,10,EM JOSÉ DE OLIVEIRA SANTOS,293261103,ENSINO FUNDAMENTAL DE 9 ANOS,25,25,2° ANO D MANHA ANUAL,MANHA,FUNDAMENTAL,2D,25102D,10,2 ANO,https://docs.google.com/spreadsheets/d/1Rba0zw2kQZXkmUPIOb_7tK9MPBcCLi1VvPZEAdkdw2Y/edit?usp=drivesdk,25102D,1Rba0zw2kQZXkmUPIOb_7tK9MPBcCLi1VvPZEAdkdw2Y
10164,10,EM JOSÉ DE OLIVEIRA SANTOS,293261293,ENSINO FUNDAMENTAL DE 9 ANOS,35,35,3° ANO A INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,3A,25103A,10,3 ANO,https://docs.google.com/spreadsheets/d/1g3CD3R_6AkrtoY2NJ_ZjuKkh7ALYLxpB05HM6p19WaY/edit?usp=drivesdk,25103A,1g3CD3R_6AkrtoY2NJ_ZjuKkh7ALYLxpB05HM6p19WaY
10165,10,EM JOSÉ DE OLIVEIRA SANTOS,293261806,ENSINO FUNDAMENTAL DE 9 ANOS,35,35,3° ANO B INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,3B,25103B,10,3 ANO,https://docs.google.com/spreadsheets/d/17JNSi8knNp_iBUjmmHZTK8RDzZywYELQk9PGMjbJpgo/edit?usp=drivesdk,25103B,17JNSi8knNp_iBUjmmHZTK8RDzZywYELQk9PGMjbJpgo
10166,10,EM JOSÉ DE OLIVEIRA SANTOS,293261947,ENSINO FUNDAMENTAL DE 9 ANOS,35,34,3° ANO C INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,3C,25103C,10,3 ANO,https://docs.google.com/spreadsheets/d/18h4G8a_ggfGvm11lEjDTMVyk8mIm9aklHvjQ-EzD57E/edit?usp=drivesdk,25103C,18h4G8a_ggfGvm11lEjDTMVyk8mIm9aklHvjQ-EzD57E
10174,10,EM JOSÉ DE OLIVEIRA SANTOS,293262879,ENSINO FUNDAMENTAL DE 9 ANOS,35,36,4° ANO A INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,4A,25104A,10,4 ANO,https://docs.google.com/spreadsheets/d/1F75qAMceQVU_g05BJSnU7ZxBRInoFdUFsSHNmWQLA-w/edit?usp=drivesdk,25104A,1F75qAMceQVU_g05BJSnU7ZxBRInoFdUFsSHNmWQLA-w
10175,10,EM JOSÉ DE OLIVEIRA SANTOS,293263109,ENSINO FUNDAMENTAL DE 9 ANOS,25,25,4° ANO B INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,4B,25104B,10,4 ANO,https://docs.google.com/spreadsheets/d/10n6U122I0GSy14AOGds5Go9j6jdXWj1ru52JT2sun6g/edit?usp=drivesdk,25104B,10n6U122I0GSy14AOGds5Go9j6jdXWj1ru52JT2sun6g
10176,10,EM JOSÉ DE OLIVEIRA SANTOS,293263240,ENSINO FUNDAMENTAL DE 9 ANOS,35,35,4° ANO C INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,4C,25104C,10,4 ANO,https://docs.google.com/spreadsheets/d/1ZyAarCBlCbuehUR7poayTlSqeQflUxVrwS_mRxa-HYw/edit?usp=drivesdk,25104C,1ZyAarCBlCbuehUR7poayTlSqeQflUxVrwS_mRxa-HYw
10184,10,EM JOSÉ DE OLIVEIRA SANTOS,293263679,ENSINO FUNDAMENTAL DE 9 ANOS,35,35,5° ANO A INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,5A,25105A,10,5 ANO,https://docs.google.com/spreadsheets/d/1azzbyXzLShdVTNad5cohTyy-sj6M0lza2BmlWT-eD4I/edit?usp=drivesdk,25105A,1azzbyXzLShdVTNad5cohTyy-sj6M0lza2BmlWT-eD4I
10185,10,EM JOSÉ DE OLIVEIRA SANTOS,293263810,ENSINO FUNDAMENTAL DE 9 ANOS,35,35,5° ANO B INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,5B,25105B,10,5 ANO,https://docs.google.com/spreadsheets/d/1ISKxaEPNPaN5fceQd2RUKrAvx5_tL4K-xf7fa_ilgHs/edit?usp=drivesdk,25105B,1ISKxaEPNPaN5fceQd2RUKrAvx5_tL4K-xf7fa_ilgHs
10186,10,EM JOSÉ DE OLIVEIRA SANTOS,293263943,ENSINO FUNDAMENTAL DE 9 ANOS,25,25,5° ANO C INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,5C,25105C,10,5 ANO,https://docs.google.com/spreadsheets/d/19PylNKoWi80laYXFZmGsDKwoNNi6ccPV8JNLVkcNcXY/edit?usp=drivesdk,25105C,19PylNKoWi80laYXFZmGsDKwoNNi6ccPV8JNLVkcNcXY
10196,10,EM JOSÉ DE OLIVEIRA SANTOS,,ATENDIMENTO EDUCACIONAL ESPECIALIZADO,,,AEE A MANHA ANUAL,MANHA,EDUCAÇÃO ESPECIAL,AEEA,2510AEEA,10,EDUCAÇÃO ESPECIAL,https://docs.google.com/spreadsheets/d/1UmIA0g3ap41LaDi1pdMiRE-mU9nLwRTRVOm3hG50nf4/edit?usp=drivesdk,2510AEEA,1UmIA0g3ap41LaDi1pdMiRE-mU9nLwRTRVOm3hG50nf4
10197,10,EM JOSÉ DE OLIVEIRA SANTOS,,ATENDIMENTO EDUCACIONAL ESPECIALIZADO,,,AEE B TARDE ANUAL,TARDE,EDUCAÇÃO ESPECIAL,AEEB,2510AEEB,10,EDUCAÇÃO ESPECIAL,https://docs.google.com/spreadsheets/d/1UsOG-AgdVCC1tKP-1FZO-vFFebFxK7hW9hnosKE2IpE/edit?usp=drivesdk,2510AEEB,1UsOG-AgdVCC1tKP-1FZO-vFFebFxK7hW9hnosKE2IpE
10144,11,EM PROF DELPHINO STOCKLER DE LIMA,292789385,ENSINO FUNDAMENTAL DE 9 ANOS,30,25,1° ANO A TARDE ANUAL,TARDE,FUNDAMENTAL,1A,25111A,11,1 ANO,https://docs.google.com/spreadsheets/d/16y6B_8LrUFIOqDmsLCz5VPX9Ov2gYmGTr1WK03kP1vQ/edit?usp=drivesdk,25111A,16y6B_8LrUFIOqDmsLCz5VPX9Ov2gYmGTr1WK03kP1vQ
10145,11,EM PROF DELPHINO STOCKLER DE LIMA,292790060,ENSINO FUNDAMENTAL DE 9 ANOS,30,26,1° ANO B TARDE ANUAL,TARDE,FUNDAMENTAL,1B,25111B,11,1 ANO,https://docs.google.com/spreadsheets/d/1nHLfrMKEenSD4MPPZLMHVuUqmMFebLAaFY-BlQFqqKk/edit?usp=drivesdk,25111B,1nHLfrMKEenSD4MPPZLMHVuUqmMFebLAaFY-BlQFqqKk
10146,11,EM PROF DELPHINO STOCKLER DE LIMA,292790599,ENSINO FUNDAMENTAL DE 9 ANOS,30,24,1° ANO C TARDE ANUAL,TARDE,FUNDAMENTAL,1C,25111C,11,1 ANO,https://docs.google.com/spreadsheets/d/1jOImWMo8hgcGuDEu0VkO6fcuyfRgXJuZrOTxyn5TU24/edit?usp=drivesdk,25111C,1jOImWMo8hgcGuDEu0VkO6fcuyfRgXJuZrOTxyn5TU24
10154,11,EM PROF DELPHINO STOCKLER DE LIMA,293157145,ENSINO FUNDAMENTAL DE 9 ANOS,30,23,2° ANO A TARDE ANUAL,TARDE,FUNDAMENTAL,2A,25112A,11,2 ANO,https://docs.google.com/spreadsheets/d/14rEtw2b5rm7gJgJAoqHjQkf0mWq79eNAUs6A93nVO3k/edit?usp=drivesdk,25112A,14rEtw2b5rm7gJgJAoqHjQkf0mWq79eNAUs6A93nVO3k
10155,11,EM PROF DELPHINO STOCKLER DE LIMA,293157301,ENSINO FUNDAMENTAL DE 9 ANOS,30,26,2° ANO B TARDE ANUAL,TARDE,FUNDAMENTAL,2B,25112B,11,2 ANO,https://docs.google.com/spreadsheets/d/1Fyg3bscaiqO-PZJo7sODAFe5xuD5Pp4BGwzXoXPV7-g/edit?usp=drivesdk,25112B,1Fyg3bscaiqO-PZJo7sODAFe5xuD5Pp4BGwzXoXPV7-g
10156,11,EM PROF DELPHINO STOCKLER DE LIMA,293157400,ENSINO FUNDAMENTAL DE 9 ANOS,30,20,2° ANO C TARDE ANUAL,TARDE,FUNDAMENTAL,2C,25112C,11,2 ANO,https://docs.google.com/spreadsheets/d/1RGUESGB1tb-Cl2Rlju29xZHgObA7UhnnBtVPdP4bm8g/edit?usp=drivesdk,25112C,1RGUESGB1tb-Cl2Rlju29xZHgObA7UhnnBtVPdP4bm8g
10157,11,EM PROF DELPHINO STOCKLER DE LIMA,295289037,ENSINO FUNDAMENTAL DE 9 ANOS,30,21,2° ANO D TARDE ANUAL,TARDE,FUNDAMENTAL,2D,25112D,11,2 ANO,https://docs.google.com/spreadsheets/d/1qJHX9eDnJ_vlcDO_d08C8Uns5ljwPHzK65d4T2QJu08/edit?usp=drivesdk,25112D,1qJHX9eDnJ_vlcDO_d08C8Uns5ljwPHzK65d4T2QJu08
10164,11,EM PROF DELPHINO STOCKLER DE LIMA,295289045,ENSINO FUNDAMENTAL DE 9 ANOS,35,35,3° ANO A INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,3A,25113A,11,3 ANO,https://docs.google.com/spreadsheets/d/1Fzd2iStnrcTGwU3x7fUEwkfFiDjYxj9jrKyiPxtc4ro/edit?usp=drivesdk,25113A,1Fzd2iStnrcTGwU3x7fUEwkfFiDjYxj9jrKyiPxtc4ro
10165,11,EM PROF DELPHINO STOCKLER DE LIMA,295289052,ENSINO FUNDAMENTAL DE 9 ANOS,35,35,3° ANO B INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,3B,25113B,11,3 ANO,https://docs.google.com/spreadsheets/d/1qwkz6ycMeAQoBHH8pCUN4b7UHWUt8XHYfKwol3YLT9Y/edit?usp=drivesdk,25113B,1qwkz6ycMeAQoBHH8pCUN4b7UHWUt8XHYfKwol3YLT9Y
10166,11,EM PROF DELPHINO STOCKLER DE LIMA,295289060,ENSINO FUNDAMENTAL DE 9 ANOS,35,34,3° ANO C INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,3C,25113C,11,3 ANO,https://docs.google.com/spreadsheets/d/1vLt1TY5Knjsw8fq15lIjA2w5aE6vtCSBpXWBAlru0gk/edit?usp=drivesdk,25113C,1vLt1TY5Knjsw8fq15lIjA2w5aE6vtCSBpXWBAlru0gk
10174,11,EM PROF DELPHINO STOCKLER DE LIMA,295289078,ENSINO FUNDAMENTAL DE 9 ANOS,35,31,4° ANO A INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,4A,25114A,11,4 ANO,https://docs.google.com/spreadsheets/d/1Hu76YSJOlCUNbIUFDF4zBZrpxaARicLpbod0BOtV-6c/edit?usp=drivesdk,25114A,1Hu76YSJOlCUNbIUFDF4zBZrpxaARicLpbod0BOtV-6c
10175,11,EM PROF DELPHINO STOCKLER DE LIMA,295289086,ENSINO FUNDAMENTAL DE 9 ANOS,35,31,4° ANO B INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,4B,25114B,11,4 ANO,https://docs.google.com/spreadsheets/d/1BDzQBxB7Ovr3jDAY3mNMA1_9odH1mVzGbfqOpfje9hA/edit?usp=drivesdk,25114B,1BDzQBxB7Ovr3jDAY3mNMA1_9odH1mVzGbfqOpfje9hA
10176,11,EM PROF DELPHINO STOCKLER DE LIMA,295289094,ENSINO FUNDAMENTAL DE 9 ANOS,35,30,4° ANO C INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,4C,25114C,11,4 ANO,https://docs.google.com/spreadsheets/d/1atu5W69EnytVaut2Xigw_1fywgfM9Aun1jRcE3bQEjE/edit?usp=drivesdk,25114C,1atu5W69EnytVaut2Xigw_1fywgfM9Aun1jRcE3bQEjE
10184,11,EM PROF DELPHINO STOCKLER DE LIMA,295289102,ENSINO FUNDAMENTAL DE 9 ANOS,35,28,5° ANO A INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,5A,25115A,11,5 ANO,https://docs.google.com/spreadsheets/d/1LmRG8q20Ay7TN9YkO0s0K90X8ZtwHkq_ldVYi3mVSoQ/edit?usp=drivesdk,25115A,1LmRG8q20Ay7TN9YkO0s0K90X8ZtwHkq_ldVYi3mVSoQ
10185,11,EM PROF DELPHINO STOCKLER DE LIMA,295289110,ENSINO FUNDAMENTAL DE 9 ANOS,35,30,5° ANO B INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,5B,25115B,11,5 ANO,https://docs.google.com/spreadsheets/d/13rs3CjAoxy2ZKPHqfk_yTwuxGJXMElgH-szeBEkDshk/edit?usp=drivesdk,25115B,13rs3CjAoxy2ZKPHqfk_yTwuxGJXMElgH-szeBEkDshk
10186,11,EM PROF DELPHINO STOCKLER DE LIMA,295289128,ENSINO FUNDAMENTAL DE 9 ANOS,35,28,5° ANO C INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,5C,25115C,11,5 ANO,https://docs.google.com/spreadsheets/d/17xxZxdMFeiBHys9Rix6DeWq44BMIjZnegCskQLje7VA/edit?usp=drivesdk,25115C,17xxZxdMFeiBHys9Rix6DeWq44BMIjZnegCskQLje7VA
10196,11,EM PROF DELPHINO STOCKLER DE LIMA,,ATENDIMENTO EDUCACIONAL ESPECIALIZADO,,,AEE A MANHA ANUAL,MANHA,EDUCAÇÃO ESPECIAL,AEEA,2511AEEA,11,EDUCAÇÃO ESPECIAL,https://docs.google.com/spreadsheets/d/17nKbFVQghCf03JK_OnpsZQJMnSGR7zXd_IOUoUydDxE/edit?usp=drivesdk,2511AEEA,17nKbFVQghCf03JK_OnpsZQJMnSGR7zXd_IOUoUydDxE
10197,11,EM PROF DELPHINO STOCKLER DE LIMA,,ATENDIMENTO EDUCACIONAL ESPECIALIZADO,,,AEE B TARDE ANUAL,TARDE,EDUCAÇÃO ESPECIAL,AEEB,2511AEEB,11,EDUCAÇÃO ESPECIAL,https://docs.google.com/spreadsheets/d/1Et0gexstopEgrvzBeARNc2nRZI85WkkK1LF_nDjeFxM/edit?usp=drivesdk,2511AEEB,1Et0gexstopEgrvzBeARNc2nRZI85WkkK1LF_nDjeFxM
10144,12,EM PROF JOSÉ INÁCIO HORA,292791084,ENSINO FUNDAMENTAL DE 9 ANOS,30,8,1° ANO A TARDE ANUAL,TARDE,FUNDAMENTAL,1A,25121A,12,1 ANO,https://docs.google.com/spreadsheets/d/1v5Oilr6SB0bSjXhTZyCGxTn0UBPMqAX9-l3x9Ggi6vg/edit?usp=drivesdk,25121A,1v5Oilr6SB0bSjXhTZyCGxTn0UBPMqAX9-l3x9Ggi6vg
10145,12,EM PROF JOSÉ INÁCIO HORA,292792371,ENSINO FUNDAMENTAL DE 9 ANOS,30,29,1° ANO B TARDE ANUAL,TARDE,FUNDAMENTAL,1B,25121B,12,1 ANO,https://docs.google.com/spreadsheets/d/1LEb-3kZvxVga_idrF2TaV7B_2pO4NUWghDAkzyCtkR8/edit?usp=drivesdk,25121B,1LEb-3kZvxVga_idrF2TaV7B_2pO4NUWghDAkzyCtkR8
10146,12,EM PROF JOSÉ INÁCIO HORA,292793007,ENSINO FUNDAMENTAL DE 9 ANOS,30,29,1° ANO C MANHA ANUAL,MANHA,FUNDAMENTAL,1C,25121C,12,1 ANO,https://docs.google.com/spreadsheets/d/1LREtRZcqcUPxF5D2H207Dg5TUop6UJJdGbk9OU42euA/edit?usp=drivesdk,25121C,1LREtRZcqcUPxF5D2H207Dg5TUop6UJJdGbk9OU42euA
10154,12,EM PROF JOSÉ INÁCIO HORA,293168167,ENSINO FUNDAMENTAL DE 9 ANOS,30,0,2° ANO A MANHA ANUAL,MANHA,FUNDAMENTAL,2A,25122A,12,2 ANO,https://docs.google.com/spreadsheets/d/1Njo2ZkFIpC8_Tj4nxc9st0xoHXtzGLvzB5dsNvrinbU/edit?usp=drivesdk,25122A,1Njo2ZkFIpC8_Tj4nxc9st0xoHXtzGLvzB5dsNvrinbU
10155,12,EM PROF JOSÉ INÁCIO HORA,293169447,ENSINO FUNDAMENTAL DE 9 ANOS,30,0,2° ANO B MANHA ANUAL,MANHA,FUNDAMENTAL,2B,25122B,12,2 ANO,https://docs.google.com/spreadsheets/d/1ruYE9PBCkMoA9vJR6PbWtv8uuNERYFsiiF7JoPUMx2I/edit?usp=drivesdk,25122B,1ruYE9PBCkMoA9vJR6PbWtv8uuNERYFsiiF7JoPUMx2I
10156,12,EM PROF JOSÉ INÁCIO HORA,293170163,ENSINO FUNDAMENTAL DE 9 ANOS,30,0,2° ANO C MANHA ANUAL,MANHA,FUNDAMENTAL,2C,25122C,12,2 ANO,https://docs.google.com/spreadsheets/d/1nlWAkdZcgJ7YXn7fn9pvanB2XC1P88D64HoVE5DEuIY/edit?usp=drivesdk,25122C,1nlWAkdZcgJ7YXn7fn9pvanB2XC1P88D64HoVE5DEuIY
10164,12,EM PROF JOSÉ INÁCIO HORA,293170601,ENSINO FUNDAMENTAL DE 9 ANOS,35,0,3° ANO A TARDE ANUAL,TARDE,FUNDAMENTAL,3A,25123A,12,3 ANO,https://docs.google.com/spreadsheets/d/1uO5XyGgVh_XELnUggYaKGqAH9FbczwssDK-svDgBzgQ/edit?usp=drivesdk,25123A,1uO5XyGgVh_XELnUggYaKGqAH9FbczwssDK-svDgBzgQ
10165,12,EM PROF JOSÉ INÁCIO HORA,293171468,ENSINO FUNDAMENTAL DE 9 ANOS,35,0,3° ANO B TARDE ANUAL,TARDE,FUNDAMENTAL,3B,25123B,12,3 ANO,https://docs.google.com/spreadsheets/d/1KxqcG79ss1J9Elv_mK1Em5oC9IQVDENIiIUzQPvKFYY/edit?usp=drivesdk,25123B,1KxqcG79ss1J9Elv_mK1Em5oC9IQVDENIiIUzQPvKFYY
10166,12,EM PROF JOSÉ INÁCIO HORA,293171666,ENSINO FUNDAMENTAL DE 9 ANOS,35,0,3° ANO C TARDE ANUAL,TARDE,FUNDAMENTAL,3C,25123C,12,3 ANO,https://docs.google.com/spreadsheets/d/1xrA11ZRcaFioLaWYJgfnldZhWzwoNeceg-uRYQ0_Snw/edit?usp=drivesdk,25123C,1xrA11ZRcaFioLaWYJgfnldZhWzwoNeceg-uRYQ0_Snw
10174,12,EM PROF JOSÉ INÁCIO HORA,293171880,ENSINO FUNDAMENTAL DE 9 ANOS,35,0,4° ANO A INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,4A,25124A,12,4 ANO,https://docs.google.com/spreadsheets/d/1ic-dLPfcmiYGg_Ucw0_vx-P-wZ7l-Ng0_rz6VOdyX5s/edit?usp=drivesdk,25124A,1ic-dLPfcmiYGg_Ucw0_vx-P-wZ7l-Ng0_rz6VOdyX5s
10175,12,EM PROF JOSÉ INÁCIO HORA,293172029,ENSINO FUNDAMENTAL DE 9 ANOS,35,0,4° ANO B INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,4B,25124B,12,4 ANO,https://docs.google.com/spreadsheets/d/1czrYN8zCtTsNJmGT88YTRDRntrRcqAnCOhBA7iFsCXs/edit?usp=drivesdk,25124B,1czrYN8zCtTsNJmGT88YTRDRntrRcqAnCOhBA7iFsCXs
10176,12,EM PROF JOSÉ INÁCIO HORA,293172250,ENSINO FUNDAMENTAL DE 9 ANOS,35,0,4° ANO C INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,4C,25124C,12,4 ANO,https://docs.google.com/spreadsheets/d/1PxD0RjUUThgqLiyvU6lIlvFKblbQy0iGQ-FuTTiczH8/edit?usp=drivesdk,25124C,1PxD0RjUUThgqLiyvU6lIlvFKblbQy0iGQ-FuTTiczH8
10177,12,EM PROF JOSÉ INÁCIO HORA,293172391,ENSINO FUNDAMENTAL DE 9 ANOS,35,0,4° ANO D INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,4D,25124D,12,4 ANO,https://docs.google.com/spreadsheets/d/1yq6TvLXMck6UOHyd23gs0O3gD8tbqcohyomYKCLpti0/edit?usp=drivesdk,25124D,1yq6TvLXMck6UOHyd23gs0O3gD8tbqcohyomYKCLpti0
10178,12,EM PROF JOSÉ INÁCIO HORA,294982772,ENSINO FUNDAMENTAL DE 9 ANOS,35,0,4° ANO E INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,4E,25124E,12,4 ANO,https://docs.google.com/spreadsheets/d/1MmnDaxBLuDdzfy0jN-Brf96bDFOEj3hIhJ7YYtcMTVI/edit?usp=drivesdk,25124E,1MmnDaxBLuDdzfy0jN-Brf96bDFOEj3hIhJ7YYtcMTVI
10184,12,EM PROF JOSÉ INÁCIO HORA,293173704,ENSINO FUNDAMENTAL DE 9 ANOS,35,0,5° ANO A INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,5A,25125A,12,5 ANO,https://docs.google.com/spreadsheets/d/1m9MuOTWAdEL_CIpKUTX-u1xfpb9v4iyjcRrGjhNvz-k/edit?usp=drivesdk,25125A,1m9MuOTWAdEL_CIpKUTX-u1xfpb9v4iyjcRrGjhNvz-k
10185,12,EM PROF JOSÉ INÁCIO HORA,293173894,ENSINO FUNDAMENTAL DE 9 ANOS,35,0,5° ANO B INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,5B,25125B,12,5 ANO,https://docs.google.com/spreadsheets/d/1NZGKZpVqPjAgmMbyCTnwEtlUtWfViSrm2FkIl0oDY0I/edit?usp=drivesdk,25125B,1NZGKZpVqPjAgmMbyCTnwEtlUtWfViSrm2FkIl0oDY0I
10186,12,EM PROF JOSÉ INÁCIO HORA,293174140,ENSINO FUNDAMENTAL DE 9 ANOS,35,0,5° ANO C INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,5C,25125C,12,5 ANO,https://docs.google.com/spreadsheets/d/1REtAbhV3GNZbaL3b6h5Eiyb2nftV_jSC6i5Z7A1kxcg/edit?usp=drivesdk,25125C,1REtAbhV3GNZbaL3b6h5Eiyb2nftV_jSC6i5Z7A1kxcg
10187,12,EM PROF JOSÉ INÁCIO HORA,294982848,ENSINO FUNDAMENTAL DE 9 ANOS,30,0,5° ANO D INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,5D,25125D,12,5 ANO,https://docs.google.com/spreadsheets/d/1vMrCFsYV8hIs_xT86Jw9jyw1GCmSMzWwofijS8RQvGs/edit?usp=drivesdk,25125D,1vMrCFsYV8hIs_xT86Jw9jyw1GCmSMzWwofijS8RQvGs
